<<<<<<< HEAD
city,place_type,location,date_time,temp_celsius,rain_1h,clouds_all,day,hour,month,dayofweek,event_density,footfall
Thoothukudi,hospital,Hospital near Thoothukudi,2024-12-06 07:00:00,29.4,2.95,58,6,7,12,4,0.0,808
Nagercoil,mall,Mall near Nagercoil,2024-09-30 15:00:00,29.1,2.69,15,30,15,9,0,0.0,1914
Tiruchirappalli,college,College near Tiruchirappalli,2024-06-19 00:00:00,26.1,0.28,65,19,0,6,2,0.0,1187
Karur,college,College near Karur,2024-02-19 13:00:00,28.7,4.12,38,19,13,2,0,0.0,1793
Nagercoil,theater,Theater near Nagercoil,2024-10-14 16:00:00,31.3,0.64,33,14,16,10,0,0.0,296
Chennai,mall,Mall near Chennai,2024-06-14 18:00:00,34.5,0.83,19,14,18,6,4,0.0,3445
Villupuram,mall,Mall near Villupuram,2024-10-03 17:00:00,27.0,1.06,59,3,17,10,3,0.0,3210
Ramanathapuram,temple,Temple near Ramanathapuram,2024-01-11 00:00:00,31.5,1.25,10,11,0,1,3,0.0,1529
Nagercoil,college,College near Nagercoil,2024-05-01 00:00:00,30.0,0.0,0,1,0,5,2,0.0,1265
Sivakasi,metro_station,Metro_Station near Sivakasi,2024-07-22 13:00:00,31.5,1.29,31,22,13,7,0,0.0,2685
Tirunelveli,mall,Mall near Tirunelveli,2024-09-01 17:00:00,29.2,5.16,60,1,17,9,6,0.2,7949
Chennai,hospital,Hospital near Chennai,2024-10-23 19:00:00,36.9,1.34,25,23,19,10,2,0.0,854
Chennai,metro_station,Metro_Station near Chennai,2024-07-01 05:00:00,34.1,3.67,100,1,5,7,0,1.0,5314
Nagercoil,hospital,Hospital near Nagercoil,2024-02-11 23:00:00,35.2,2.39,0,11,23,2,6,0.0,738
Cuddalore,tourist_spot,Tourist_Spot near Cuddalore,2024-11-21 10:00:00,29.0,2.91,32,21,10,11,3,0.0,1855
Erode,railway_station,Railway_Station near Erode,2024-04-06 13:00:00,38.3,1.49,1,6,13,4,5,0.0,3145
Pollachi,temple,Temple near Pollachi,2024-07-17 01:00:00,25.9,1.79,64,17,1,7,2,0.0,1484
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-07-30 14:00:00,38.6,0.87,29,30,14,7,1,0.0,2358
Karur,theater,Theater near Karur,2024-12-17 13:00:00,23.6,2.83,100,17,13,12,1,0.0,245
Salem,college,College near Salem,2024-01-06 11:00:00,34.1,0.06,80,6,11,1,5,0.2,726
Thoothukudi,temple,Temple near Thoothukudi,2024-04-20 02:00:00,37.1,0.3,43,20,2,4,5,0.0,2011
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-05-27 22:00:00,33.7,0.57,37,27,22,5,0,0.0,3412
Tiruppur,park,Park near Tiruppur,2024-12-12 09:00:00,27.1,1.69,79,12,9,12,3,0.0,616
Tiruppur,park,Park near Tiruppur,2024-05-07 20:00:00,28.3,0.99,79,7,20,5,1,0.0,1042
Vellore,stadium,Stadium near Vellore,2024-04-02 20:00:00,29.9,1.34,13,2,20,4,1,0.0,1678
Karur,railway_station,Railway_Station near Karur,2024-02-17 10:00:00,37.5,1.26,64,17,10,2,5,0.0,4026
Karur,railway_station,Railway_Station near Karur,2024-02-15 02:00:00,36.5,0.28,34,15,2,2,3,0.0,3212
Sivakasi,college,College near Sivakasi,2024-12-17 08:00:00,30.8,4.01,55,17,8,12,1,0.0,2298
Kanchipuram,park,Park near Kanchipuram,2024-05-02 11:00:00,34.1,0.09,3,2,11,5,3,0.5,790
Kanyakumari,mall,Mall near Kanyakumari,2024-07-24 12:00:00,32.1,0.52,69,24,12,7,2,0.0,1740
Villupuram,bus_stop,Bus_Stop near Villupuram,2024-08-12 03:00:00,30.3,2.92,32,12,3,8,0,0.0,3356
Nagercoil,bus_stop,Bus_Stop near Nagercoil,2024-05-13 22:00:00,25.1,1.41,68,13,22,5,0,0.0,2555
Tiruppur,college,College near Tiruppur,2024-01-26 19:00:00,34.2,1.08,18,26,19,1,4,0.2,1223
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-08-25 00:00:00,24.0,0.9,0,25,0,8,6,0.0,1427
Thoothukudi,railway_station,Railway_Station near Thoothukudi,2024-04-27 22:00:00,26.3,0.19,40,27,22,4,5,0.0,2492
Nagercoil,mall,Mall near Nagercoil,2024-05-23 15:00:00,30.9,0.03,61,23,15,5,3,0.0,1756
Ramanathapuram,hospital,Hospital near Ramanathapuram,2024-07-21 23:00:00,29.2,1.84,53,21,23,7,6,0.0,680
Salem,hospital,Hospital near Salem,2024-09-29 09:00:00,32.0,1.76,36,29,9,9,6,0.0,699
Pollachi,temple,Temple near Pollachi,2024-06-09 11:00:00,35.5,2.48,69,9,11,6,6,0.5,2877
Madurai,college,College near Madurai,2024-06-15 05:00:00,32.5,0.09,54,15,5,6,5,0.0,368
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-04-15 07:00:00,31.4,0.28,55,15,7,4,0,0.0,932
Sivakasi,college,College near Sivakasi,2024-02-20 22:00:00,33.0,1.69,63,20,22,2,1,0.0,1388
Madurai,theater,Theater near Madurai,2024-05-31 04:00:00,29.1,2.85,61,31,4,5,4,0.0,317
Villupuram,metro_station,Metro_Station near Villupuram,2024-08-21 05:00:00,29.1,6.97,57,21,5,8,2,0.0,2792
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-04-25 07:00:00,33.3,0.24,54,25,7,4,3,0.0,995
Salem,park,Park near Salem,2024-06-23 17:00:00,27.4,5.37,23,23,17,6,6,0.0,1209
Pollachi,mall,Mall near Pollachi,2024-09-28 06:00:00,29.2,0.95,79,28,6,9,5,0.0,2992
Vellore,hospital,Hospital near Vellore,2024-05-19 11:00:00,38.9,0.13,20,19,11,5,6,0.0,872
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-09-08 08:00:00,23.6,0.68,82,8,8,9,6,0.0,4715
Salem,college,College near Salem,2024-07-11 11:00:00,27.3,1.6,4,11,11,7,3,0.0,2257
Nagercoil,mall,Mall near Nagercoil,2024-02-16 04:00:00,24.5,1.15,49,16,4,2,4,0.0,1852
Tirunelveli,bus_stop,Bus_Stop near Tirunelveli,2024-05-03 17:00:00,23.9,4.45,38,3,17,5,4,0.0,5115
Salem,theater,Theater near Salem,2024-10-18 06:00:00,34.7,3.34,56,18,6,10,4,0.0,404
Cuddalore,college,College near Cuddalore,2024-07-23 07:00:00,22.4,1.0,7,23,7,7,1,0.0,1013
Coimbatore,metro_station,Metro_Station near Coimbatore,2024-12-16 12:00:00,31.1,2.09,39,16,12,12,0,0.0,3703
Cuddalore,temple,Temple near Cuddalore,2024-11-06 06:00:00,23.4,1.85,50,6,6,11,2,0.0,3473
Nagercoil,railway_station,Railway_Station near Nagercoil,2024-12-02 20:00:00,24.6,0.39,7,2,20,12,0,0.0,3305
Kanchipuram,college,College near Kanchipuram,2024-07-09 15:00:00,31.9,1.26,63,9,15,7,1,0.0,2017
Erode,hospital,Hospital near Erode,2024-02-07 00:00:00,31.6,1.14,0,7,0,2,2,0.0,799
Erode,temple,Temple near Erode,2024-02-25 05:00:00,36.5,5.21,26,25,5,2,6,0.0,2837
Chennai,temple,Temple near Chennai,2024-02-09 22:00:00,25.3,10.0,59,9,22,2,4,0.0,1577
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-09-08 16:00:00,34.2,0.87,24,8,16,9,6,0.0,2011
Chennai,temple,Temple near Chennai,2024-06-14 00:00:00,29.5,9.87,63,14,0,6,4,0.0,1299
Vellore,stadium,Stadium near Vellore,2024-06-18 05:00:00,30.6,6.55,21,18,5,6,1,0.0,513
Tiruppur,stadium,Stadium near Tiruppur,2024-04-06 13:00:00,39.9,0.2,66,6,13,4,5,0.0,414
Tiruppur,metro_station,Metro_Station near Tiruppur,2024-06-27 22:00:00,27.0,2.37,28,27,22,6,3,0.0,3853
Ramanathapuram,stadium,Stadium near Ramanathapuram,2024-12-17 01:00:00,35.4,3.46,38,17,1,12,1,0.0,548
Pollachi,railway_station,Railway_Station near Pollachi,2024-04-05 01:00:00,22.9,0.2,19,5,1,4,4,0.0,2032
Villupuram,hospital,Hospital near Villupuram,2024-06-23 08:00:00,34.2,0.68,75,23,8,6,6,0.0,550
Villupuram,railway_station,Railway_Station near Villupuram,2024-06-04 09:00:00,22.8,13.1,39,4,9,6,1,0.0,6136
Nagercoil,mall,Mall near Nagercoil,2024-01-29 15:00:00,27.8,3.34,85,29,15,1,0,0.0,2003
Coimbatore,stadium,Stadium near Coimbatore,2024-06-24 00:00:00,29.5,4.89,79,24,0,6,0,0.0,513
Salem,mall,Mall near Salem,2024-06-09 19:00:00,32.2,3.96,48,9,19,6,6,0.5,6854
Dindigul,mall,Mall near Dindigul,2024-05-22 03:00:00,32.8,2.3,58,22,3,5,2,0.0,1780
Kanyakumari,theater,Theater near Kanyakumari,2024-08-26 01:00:00,27.8,0.94,93,26,1,8,0,0.0,285
Tirunelveli,bus_stop,Bus_Stop near Tirunelveli,2024-03-27 12:00:00,31.9,0.66,21,27,12,3,2,0.0,3319
Madurai,college,College near Madurai,2024-08-13 15:00:00,33.0,2.29,30,13,15,8,1,0.0,2168
Tiruchirappalli,theater,Theater near Tiruchirappalli,2024-09-30 14:00:00,31.4,1.47,62,30,14,9,0,0.0,363
Madurai,bus_stop,Bus_Stop near Madurai,2024-04-06 12:00:00,33.8,0.42,47,6,12,4,5,0.0,3472
Tirunelveli,theater,Theater near Tirunelveli,2024-09-23 06:00:00,29.1,1.42,65,23,6,9,0,0.0,207
Kanyakumari,temple,Temple near Kanyakumari,2024-11-16 03:00:00,33.1,1.79,73,16,3,11,5,0.0,1870
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-01-27 13:00:00,28.2,2.1,16,27,13,1,5,0.0,2138
Tiruchirappalli,tourist_spot,Tourist_Spot near Tiruchirappalli,2024-08-20 18:00:00,32.5,4.12,69,20,18,8,1,0.0,1519
Vellore,stadium,Stadium near Vellore,2024-05-06 15:00:00,32.5,1.26,10,6,15,5,0,0.0,493
Karur,stadium,Stadium near Karur,2024-03-12 23:00:00,35.2,3.2,0,12,23,3,1,0.5,2166
Tirunelveli,hospital,Hospital near Tirunelveli,2024-10-11 22:00:00,36.6,5.7,24,11,22,10,4,0.2,1051
Villupuram,metro_station,Metro_Station near Villupuram,2024-10-26 11:00:00,32.9,6.97,45,26,11,10,5,0.0,2719
Nagercoil,hospital,Hospital near Nagercoil,2024-03-08 06:00:00,24.5,0.84,47,8,6,3,4,0.0,654
Kanyakumari,theater,Theater near Kanyakumari,2024-03-19 19:00:00,45.6,0.22,1,19,19,3,1,0.0,688
Karur,temple,Temple near Karur,2024-08-02 19:00:00,34.4,0.1,10,2,19,8,4,0.0,2804
Sivakasi,college,College near Sivakasi,2024-09-18 19:00:00,27.0,4.15,49,18,19,9,2,0.0,962
Villupuram,theater,Theater near Villupuram,2024-06-04 04:00:00,33.9,0.34,60,4,4,6,1,0.0,297
Erode,metro_station,Metro_Station near Erode,2024-07-22 13:00:00,28.6,1.17,5,22,13,7,0,0.0,2441
Tiruchirappalli,theater,Theater near Tiruchirappalli,2024-01-07 08:00:00,27.5,0.49,57,7,8,1,6,0.0,296
Madurai,mall,Mall near Madurai,2024-11-13 00:00:00,22.0,0.87,12,13,0,11,2,0.5,2423
Salem,theater,Theater near Salem,2024-03-10 04:00:00,37.9,0.41,4,10,4,3,6,0.0,304
Sivakasi,park,Park near Sivakasi,2024-11-05 12:00:00,35.3,0.15,100,5,12,11,1,0.0,549
Madurai,college,College near Madurai,2024-02-10 13:00:00,30.0,1.9,20,10,13,2,5,0.2,825
Karur,college,College near Karur,2024-10-20 03:00:00,29.8,2.7,5,20,3,10,6,0.5,549
Pollachi,metro_station,Metro_Station near Pollachi,2024-12-07 03:00:00,27.9,0.93,0,7,3,12,5,0.0,3093
Karur,park,Park near Karur,2024-11-04 00:00:00,31.8,1.07,0,4,0,11,0,0.0,656
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-03-17 15:00:00,34.1,0.28,0,17,15,3,6,0.0,1971
Dindigul,metro_station,Metro_Station near Dindigul,2024-09-13 21:00:00,33.8,0.72,89,13,21,9,4,0.0,2094
Madurai,theater,Theater near Madurai,2024-03-27 23:00:00,23.3,0.92,80,27,23,3,2,0.0,626
Pollachi,bus_stop,Bus_Stop near Pollachi,2024-03-02 18:00:00,37.8,0.09,75,2,18,3,5,0.0,4386
Madurai,bus_stop,Bus_Stop near Madurai,2024-12-17 02:00:00,27.2,0.56,34,17,2,12,1,0.0,3809
Karur,tourist_spot,Tourist_Spot near Karur,2024-03-09 13:00:00,31.8,0.59,32,9,13,3,5,0.0,2297
Tirunelveli,theater,Theater near Tirunelveli,2024-01-04 09:00:00,32.0,0.64,22,4,9,1,3,0.0,343
Tiruchirappalli,temple,Temple near Tiruchirappalli,2024-05-01 23:00:00,26.3,0.46,20,1,23,5,2,0.0,1366
Sivakasi,mall,Mall near Sivakasi,2024-07-22 12:00:00,31.2,8.18,60,22,12,7,0,0.0,1397
Chennai,stadium,Stadium near Chennai,2024-07-29 13:00:00,35.6,1.14,51,29,13,7,0,0.0,400
Tiruppur,mall,Mall near Tiruppur,2024-01-04 01:00:00,30.2,0.44,2,4,1,1,3,0.0,1750
Dindigul,temple,Temple near Dindigul,2024-04-22 11:00:00,24.7,2.43,48,22,11,4,0,0.0,1567
Vellore,hospital,Hospital near Vellore,2024-07-06 21:00:00,28.3,4.8,47,6,21,7,5,0.0,685
Sivakasi,bus_stop,Bus_Stop near Sivakasi,2024-09-29 00:00:00,24.6,0.15,35,29,0,9,6,0.0,2277
Tiruppur,railway_station,Railway_Station near Tiruppur,2024-03-12 13:00:00,37.3,0.55,28,12,13,3,1,0.5,4777
Karur,bus_stop,Bus_Stop near Karur,2024-12-12 13:00:00,33.9,1.21,39,12,13,12,3,0.0,2973
Madurai,hospital,Hospital near Madurai,2024-05-01 09:00:00,24.9,0.14,15,1,9,5,2,0.2,1176
Karur,tourist_spot,Tourist_Spot near Karur,2024-09-30 14:00:00,18.7,0.07,48,30,14,9,0,0.2,1982
Tiruppur,metro_station,Metro_Station near Tiruppur,2024-11-05 16:00:00,27.3,0.18,55,5,16,11,1,0.0,2735
Salem,stadium,Stadium near Salem,2024-08-05 13:00:00,32.3,3.25,94,5,13,8,0,0.2,598
Thoothukudi,railway_station,Railway_Station near Thoothukudi,2024-02-29 22:00:00,34.4,0.07,30,29,22,2,3,0.0,3386
Ramanathapuram,park,Park near Ramanathapuram,2024-10-07 07:00:00,21.2,1.74,55,7,7,10,0,0.0,487
Kanchipuram,hospital,Hospital near Kanchipuram,2024-03-21 13:00:00,25.4,0.37,0,21,13,3,3,0.0,885
Salem,tourist_spot,Tourist_Spot near Salem,2024-02-27 18:00:00,28.7,3.11,60,27,18,2,1,0.0,1970
Vellore,park,Park near Vellore,2024-05-19 05:00:00,28.8,0.16,0,19,5,5,6,0.0,547
Cuddalore,hospital,Hospital near Cuddalore,2024-08-25 21:00:00,34.0,2.49,43,25,21,8,6,0.0,1051
Pollachi,stadium,Stadium near Pollachi,2024-12-26 15:00:00,36.4,1.51,20,26,15,12,3,0.0,477
Tiruppur,temple,Temple near Tiruppur,2024-12-14 20:00:00,21.7,3.98,0,14,20,12,5,0.0,4115
Karur,theater,Theater near Karur,2024-09-17 17:00:00,28.3,0.06,50,17,17,9,1,0.0,369
Ramanathapuram,tourist_spot,Tourist_Spot near Ramanathapuram,2024-01-04 19:00:00,30.0,0.69,55,4,19,1,3,0.0,572
Madurai,bus_stop,Bus_Stop near Madurai,2024-02-01 14:00:00,29.6,0.2,61,1,14,2,3,0.0,3003
Tiruppur,college,College near Tiruppur,2024-06-15 02:00:00,24.3,5.82,62,15,2,6,5,0.0,395
Tiruppur,bus_stop,Bus_Stop near Tiruppur,2024-01-18 14:00:00,29.7,0.25,43,18,14,1,3,0.0,2427
Chennai,college,College near Chennai,2024-05-25 07:00:00,16.2,2.59,34,25,7,5,5,0.0,339
Sivakasi,theater,Theater near Sivakasi,2024-08-30 01:00:00,32.2,0.17,13,30,1,8,4,0.0,259
Tirunelveli,temple,Temple near Tirunelveli,2024-09-08 04:00:00,22.3,1.12,64,8,4,9,6,0.0,1783
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-09-16 22:00:00,30.9,1.98,57,16,22,9,0,0.0,2942
Chennai,temple,Temple near Chennai,2024-02-28 22:00:00,27.5,3.63,22,28,22,2,2,0.0,1710
Salem,bus_stop,Bus_Stop near Salem,2024-02-29 10:00:00,26.0,0.63,24,29,10,2,3,0.0,3274
Villupuram,college,College near Villupuram,2024-05-31 08:00:00,35.7,0.39,64,31,8,5,4,0.0,2457
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-06-08 01:00:00,30.8,3.28,88,8,1,6,5,0.0,1082
Tiruppur,metro_station,Metro_Station near Tiruppur,2024-02-07 10:00:00,33.3,1.85,38,7,10,2,2,0.0,2848
Erode,temple,Temple near Erode,2024-02-29 05:00:00,29.3,0.05,76,29,5,2,3,0.0,2774
Salem,tourist_spot,Tourist_Spot near Salem,2024-10-17 20:00:00,33.5,0.08,55,17,20,10,3,0.0,901
Karur,college,College near Karur,2024-11-19 04:00:00,33.3,1.41,66,19,4,11,1,0.0,1424
Karur,tourist_spot,Tourist_Spot near Karur,2024-12-15 17:00:00,32.4,1.95,0,15,17,12,6,0.0,2015
Coimbatore,mall,Mall near Coimbatore,2024-11-27 02:00:00,27.8,0.87,4,27,2,11,2,0.0,1794
Dindigul,theater,Theater near Dindigul,2024-07-24 22:00:00,33.3,3.01,0,24,22,7,2,0.0,717
Dindigul,college,College near Dindigul,2024-05-26 12:00:00,29.3,1.32,50,26,12,5,6,0.0,580
Dindigul,stadium,Stadium near Dindigul,2024-06-14 12:00:00,32.1,3.01,84,14,12,6,4,0.0,496
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-11-04 19:00:00,34.1,0.93,6,4,19,11,0,0.5,1459
Cuddalore,mall,Mall near Cuddalore,2024-04-08 21:00:00,22.1,1.25,59,8,21,4,0,0.0,3683
Sivakasi,mall,Mall near Sivakasi,2024-06-14 07:00:00,29.7,0.02,70,14,7,6,4,0.0,2190
Tiruppur,hospital,Hospital near Tiruppur,2024-12-16 01:00:00,15.4,2.65,0,16,1,12,0,0.0,721
Kanchipuram,temple,Temple near Kanchipuram,2024-02-17 15:00:00,32.0,0.5,35,17,15,2,5,0.0,2011
Villupuram,temple,Temple near Villupuram,2024-11-11 02:00:00,27.4,1.18,10,11,2,11,0,0.0,2035
Pollachi,theater,Theater near Pollachi,2024-04-24 10:00:00,30.4,1.84,73,24,10,4,2,0.0,318
Dindigul,railway_station,Railway_Station near Dindigul,2024-04-26 15:00:00,32.9,0.23,100,26,15,4,4,0.0,3082
Chennai,metro_station,Metro_Station near Chennai,2024-01-18 11:00:00,31.4,0.19,62,18,11,1,3,0.0,3222
Dindigul,temple,Temple near Dindigul,2024-01-10 14:00:00,34.2,0.12,35,10,14,1,2,0.0,1339
Ramanathapuram,theater,Theater near Ramanathapuram,2024-01-18 20:00:00,33.4,1.7,39,18,20,1,3,0.2,736
Salem,hospital,Hospital near Salem,2024-05-13 16:00:00,21.1,2.13,52,13,16,5,0,0.0,748
Vellore,temple,Temple near Vellore,2024-08-14 08:00:00,20.6,0.85,100,14,8,8,2,0.5,3935
Nagercoil,stadium,Stadium near Nagercoil,2024-11-22 17:00:00,33.4,3.1,30,22,17,11,4,0.0,536
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-05-07 08:00:00,30.9,1.3,50,7,8,5,1,0.0,1079
Salem,park,Park near Salem,2024-07-02 21:00:00,29.7,0.48,87,2,21,7,1,0.0,613
Vellore,mall,Mall near Vellore,2024-10-27 23:00:00,34.6,0.07,62,27,23,10,6,0.0,2721
Thoothukudi,hospital,Hospital near Thoothukudi,2024-04-30 12:00:00,31.4,0.14,58,30,12,4,1,0.0,960
Tiruppur,bus_stop,Bus_Stop near Tiruppur,2024-01-03 21:00:00,21.0,0.18,14,3,21,1,2,0.0,2966
Villupuram,theater,Theater near Villupuram,2024-10-31 22:00:00,24.4,0.59,77,31,22,10,3,0.0,582
Coimbatore,hospital,Hospital near Coimbatore,2024-10-01 07:00:00,27.3,1.12,7,1,7,10,1,0.0,840
Cuddalore,college,College near Cuddalore,2024-11-11 18:00:00,24.0,0.74,22,11,18,11,0,0.0,1313
Salem,tourist_spot,Tourist_Spot near Salem,2024-05-04 05:00:00,36.6,1.64,48,4,5,5,5,0.2,1586
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-05-28 20:00:00,29.8,0.11,41,28,20,5,1,0.0,2598
Dindigul,stadium,Stadium near Dindigul,2024-05-05 05:00:00,29.1,0.31,41,5,5,5,6,0.0,355
Erode,tourist_spot,Tourist_Spot near Erode,2024-10-23 07:00:00,34.6,1.55,29,23,7,10,2,0.0,1069
Pollachi,railway_station,Railway_Station near Pollachi,2024-02-18 14:00:00,25.5,0.33,80,18,14,2,6,0.0,2432
Pollachi,railway_station,Railway_Station near Pollachi,2024-12-15 15:00:00,27.5,1.64,69,15,15,12,6,0.0,3166
Ramanathapuram,railway_station,Railway_Station near Ramanathapuram,2024-12-24 11:00:00,37.0,0.67,60,24,11,12,1,1.0,6293
Thoothukudi,temple,Temple near Thoothukudi,2024-03-22 02:00:00,31.1,0.24,0,22,2,3,4,0.0,1611
Karur,park,Park near Karur,2024-07-09 15:00:00,28.5,7.45,19,9,15,7,1,0.2,544
Nagercoil,metro_station,Metro_Station near Nagercoil,2024-11-14 09:00:00,23.4,1.35,1,14,9,11,3,0.0,6241
Salem,temple,Temple near Salem,2024-02-13 02:00:00,36.2,0.11,43,13,2,2,1,0.0,1957
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-04-27 00:00:00,27.1,0.58,50,27,0,4,5,0.0,1338
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-07-24 00:00:00,31.6,0.26,73,24,0,7,2,0.0,759
Ramanathapuram,temple,Temple near Ramanathapuram,2024-08-15 13:00:00,29.8,6.96,88,15,13,8,3,0.0,1167
Cuddalore,park,Park near Cuddalore,2024-12-21 17:00:00,36.6,2.23,34,21,17,12,5,0.0,909
Ramanathapuram,theater,Theater near Ramanathapuram,2024-01-15 08:00:00,31.8,1.23,90,15,8,1,0,0.0,258
Coimbatore,temple,Temple near Coimbatore,2024-06-13 03:00:00,33.4,0.07,61,13,3,6,3,0.0,1305
Cuddalore,hospital,Hospital near Cuddalore,2024-12-08 02:00:00,32.9,1.06,60,8,2,12,6,0.2,1055
Thoothukudi,theater,Theater near Thoothukudi,2024-04-29 05:00:00,39.1,0.27,73,29,5,4,0,0.2,334
Sivakasi,bus_stop,Bus_Stop near Sivakasi,2024-01-24 06:00:00,18.5,1.44,37,24,6,1,2,0.0,2367
Karur,mall,Mall near Karur,2024-08-11 12:00:00,25.9,1.72,0,11,12,8,6,0.0,2331
Chennai,college,College near Chennai,2024-03-02 23:00:00,30.8,2.34,52,2,23,3,5,0.0,362
Tirunelveli,mall,Mall near Tirunelveli,2024-05-21 22:00:00,19.9,1.26,0,21,22,5,1,0.0,2480
Salem,college,College near Salem,2024-03-26 00:00:00,27.7,0.85,68,26,0,3,1,0.0,1391
Ramanathapuram,metro_station,Metro_Station near Ramanathapuram,2024-07-18 06:00:00,27.0,1.22,36,18,6,7,3,0.0,2615
Erode,tourist_spot,Tourist_Spot near Erode,2024-02-27 10:00:00,36.0,2.84,75,27,10,2,1,0.0,1809
Villupuram,hospital,Hospital near Villupuram,2024-05-13 08:00:00,28.3,0.13,30,13,8,5,0,0.0,832
Chennai,park,Park near Chennai,2024-10-23 12:00:00,28.1,0.35,0,23,12,10,2,0.2,705
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-11-03 02:00:00,33.3,3.49,53,3,2,11,6,0.0,2942
Kanyakumari,college,College near Kanyakumari,2024-06-28 18:00:00,31.5,3.43,35,28,18,6,4,0.5,1684
Tiruchirappalli,stadium,Stadium near Tiruchirappalli,2024-12-24 22:00:00,43.8,2.27,19,24,22,12,1,0.0,1145
Karur,college,College near Karur,2024-10-18 22:00:00,36.1,2.22,0,18,22,10,4,0.0,1428
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-02-05 05:00:00,19.4,2.41,29,5,5,2,0,0.0,1079
Chennai,railway_station,Railway_Station near Chennai,2024-09-17 00:00:00,30.9,1.3,67,17,0,9,1,0.0,3341
Vellore,bus_stop,Bus_Stop near Vellore,2024-08-13 03:00:00,35.4,0.28,0,13,3,8,1,0.0,3570
Coimbatore,temple,Temple near Coimbatore,2024-07-06 08:00:00,32.9,3.12,0,6,8,7,5,0.0,4034
Ramanathapuram,college,College near Ramanathapuram,2024-11-27 03:00:00,30.0,1.4,0,27,3,11,2,1.0,2246
Nagercoil,railway_station,Railway_Station near Nagercoil,2024-11-22 06:00:00,36.6,0.2,9,22,6,11,4,0.5,4177
Thoothukudi,railway_station,Railway_Station near Thoothukudi,2024-04-25 13:00:00,29.6,1.92,39,25,13,4,3,0.0,3359
Villupuram,college,College near Villupuram,2024-02-15 02:00:00,35.3,0.44,32,15,2,2,3,1.0,2628
Dindigul,park,Park near Dindigul,2024-10-08 00:00:00,18.0,1.57,15,8,0,10,1,0.0,750
Cuddalore,park,Park near Cuddalore,2024-01-06 03:00:00,33.2,0.12,42,6,3,1,5,0.5,944
Chennai,mall,Mall near Chennai,2024-10-12 20:00:00,30.0,0.64,45,12,20,10,5,0.0,5042
Coimbatore,temple,Temple near Coimbatore,2024-11-03 09:00:00,34.8,3.34,91,3,9,11,6,0.0,3024
Cuddalore,metro_station,Metro_Station near Cuddalore,2024-05-12 05:00:00,33.3,0.42,0,12,5,5,6,0.0,3140
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-05-21 15:00:00,24.6,3.54,15,21,15,5,1,0.0,1783
Dindigul,stadium,Stadium near Dindigul,2024-01-19 06:00:00,28.4,0.83,52,19,6,1,4,0.5,606
Dindigul,mall,Mall near Dindigul,2024-05-16 14:00:00,35.4,1.11,6,16,14,5,3,0.0,2120
Ramanathapuram,mall,Mall near Ramanathapuram,2024-05-22 04:00:00,24.0,0.65,38,22,4,5,2,0.5,2968
Pollachi,park,Park near Pollachi,2024-01-12 15:00:00,23.0,2.33,12,12,15,1,4,0.0,517
Dindigul,stadium,Stadium near Dindigul,2024-03-11 23:00:00,27.3,2.99,90,11,23,3,0,0.0,1089
Tiruchirappalli,college,College near Tiruchirappalli,2024-06-16 21:00:00,23.8,9.26,63,16,21,6,6,0.0,336
Karur,temple,Temple near Karur,2024-01-27 04:00:00,29.8,0.83,21,27,4,1,5,0.0,1991
Sivakasi,college,College near Sivakasi,2024-02-26 23:00:00,38.0,0.25,47,26,23,2,0,0.0,1427
Dindigul,metro_station,Metro_Station near Dindigul,2024-09-08 17:00:00,35.6,0.76,74,8,17,9,6,0.0,7221
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-11-23 06:00:00,28.8,0.18,0,23,6,11,5,0.0,2329
Madurai,hospital,Hospital near Madurai,2024-01-13 15:00:00,29.6,1.46,46,13,15,1,5,0.0,745
Tiruchirappalli,park,Park near Tiruchirappalli,2024-08-09 15:00:00,38.7,0.06,69,9,15,8,4,0.0,437
Villupuram,bus_stop,Bus_Stop near Villupuram,2024-08-12 01:00:00,33.9,0.03,56,12,1,8,0,0.0,2981
Karur,hospital,Hospital near Karur,2024-07-30 23:00:00,30.2,6.2,100,30,23,7,1,0.0,858
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-08-05 15:00:00,26.1,1.88,56,5,15,8,0,0.0,3939
